Area Code4,Geography3,Area.x,Por_18,Bungalow_Total,Por_19,Flat/Maisonette_Total,Por_20,Terraced_House_Total,Por_21,Semi_detached_House_Total,Por_22,Detached_House_Total,Por_23,Annexe,Por_24,Other1,Por_25,Unknown2,Total,1,Area.y,AREA_NAME,BP_PRE_1900,Por_1,BP_1900_1918,Por_2,BP_1919_1929,Por_3,BP_1930_1939,Por_4,Por_14,BP_1945_1954,Por_5,BP_1955_1964,Por_6,BP_1965_1972,Por_7,Por_15,BP_1973_1982,Por_8,BP_1983_1992,Por_9,BP_1993_1999,Por_10,Por_16,BP_2000_2009,Por_11,BP_2010_2015,Por_12,BP_UNKNOWN,Por_13,Por_17,ALL_PROPERTIES,MODE1_VAL,MODE1_TYPE,MODE1_PC,MODE2_VAL,MODE2_TYPE,MODE2_PC,MODE2_MODE1_RATIO
E01001556,LSOA,Enfield 035E,0,0,0.072727273,40,0.872727273,480,0.054545455,30,0,0,0,0,0,0,0,0,550,LSOA,Enfield 035E,Enfield 035E,0,0,0,0,30,0.054545455,480,0.872727273,0.927272728,0,0,1,0.001818182,1,0.001818182,0.003636364,0,0,30,0.054545455,0,0,0.054545455,1,0.001818182,0,0,0,0,0.001818182,550,480,BP_1930_1939,0.87,30,BP_1983_1992,0.05,0.06
E01001557,LSOA,Enfield 033D,0,0,0.035714286,20,0.875,490,0.071428571,40,0,0,0,0,0,0,0,0,560,LSOA,Enfield 033D,Enfield 033D,10,0.017857143,30,0.053571429,1,0.001785714,500,0.892857143,0.894642857,0,0,0,0,0,0,0,0,0,0,0,10,0.017857143,0.017857143,10,0.017857143,1,0.001785714,0,0,0.019642857,560,500,BP_1930_1939,0.89,30,BP_1900_1918,0.05,0.06
E01001558,LSOA,Enfield 033E,0,0,0.568965517,330,0.396551724,230,0.017241379,10,0,0,0,0,0,0,0,0,580,LSOA,Enfield 033E,Enfield 033E,180,0.305084746,70,0.118644068,70,0.118644068,40,0.06779661,0.186440678,1,0.001694915,80,0.13559322,120,0.203389831,0.340677966,0,0,1,0.001694915,10,0.016949153,0.018644068,10,0.016949153,1,0.001694915,1,0.001694915,0.020338983,590,180,BP_PRE_1900,0.31,120,BP_1965_1972,0.2,0.67
E01001559,LSOA,Enfield 033F,0,0,0.291666667,210,0.666666667,480,0.041666667,30,0,0,0,0,0,0,0,0,720,LSOA,Enfield 033F,Enfield 033F,110,0.152777778,230,0.319444444,20,0.027777778,170,0.236111111,0.263888889,0,0,0,0,10,0.013888889,0.013888889,20,0.027777778,1,0.001388889,1,0.001388889,0.030555556,150,0.208333333,1,0.001388889,1,0.001388889,0.211111111,720,230,BP_1900_1918,0.32,170,BP_1930_1939,0.24,0.74
E01001560,LSOA,Enfield 035F,0,0,0.134615385,70,0.673076923,350,0.192307692,100,0,0,0,0,0,0,0,0,520,LSOA,Enfield 035F,Enfield 035F,1,0.001923077,1,0.001923077,80,0.153846154,360,0.692307692,0.846153846,1,0.001923077,0,0,0,0,0.001923077,0,0,70,0.134615385,0,0,0.134615385,1,0.001923077,1,0.001923077,0,0,0.003846154,520,360,BP_1930_1939,0.69,80,BP_1919_1929,0.15,0.22
E01001562,LSOA,Enfield 037D,0,0,0.75,600,0.2375,190,0.0125,10,0.0125,10,0,0,0,0,0,0,800,LSOA,Enfield 037D,Enfield 037D,0,0,0,0,0,0,30,0.0375,0.0375,0,0,0,0,0,0,0,0,0,260,0.325,260,0.325,0.65,30,0.0375,220,0.275,1,0.00125,0.31375,800,260,BP_1993_1999,0.33,260,BP_1983_1992,0.33,1
E01001563,LSOA,Enfield 029C,0,0,0.594202899,410,0.31884058,220,0.057971014,40,0.028985507,20,0,0,0,0,0,0,690,LSOA,Enfield 029C,Enfield 029C,90,0.130434783,460,0.666666667,1,0.001449275,20,0.028985507,0.030434782,10,0.014492754,40,0.057971014,50,0.072463768,0.144927536,0,0,20,0.028985507,1,0.001449275,0.030434782,1,0.001449275,1,0.001449275,1,0.001449275,0.004347825,690,460,BP_1900_1918,0.67,90,BP_PRE_1900,0.13,0.2
E01001564,LSOA,Enfield 022B,0.046153846,30,0.415384615,270,0.215384615,140,0.292307692,190,0.015384615,10,0,0,0,0,0,0,650,LSOA,Enfield 022B,Enfield 022B,1,0.001538462,580,0.892307692,1,0.001538462,30,0.046153846,0.047692308,10,0.015384615,20,0.030769231,10,0.015384615,0.061538461,1,0.001538462,0,0,0,0,0.001538462,0,0,0,0,1,0.001538462,0.001538462,650,580,BP_1900_1918,0.89,30,BP_1930_1939,0.05,0.05
E01001565,LSOA,Enfield 029D,0,0,0.561643836,410,0.287671233,210,0.123287671,90,0.02739726,20,0,0,0,0,0,0,730,LSOA,Enfield 029D,Enfield 029D,0,0,480,0.657534247,40,0.054794521,10,0.01369863,0.068493151,1,0.001369863,30,0.04109589,0,0,0.042465753,20,0.02739726,70,0.095890411,10,0.01369863,0.136986301,60,0.082191781,10,0.01369863,0,0,0.095890411,730,480,BP_1900_1918,0.66,70,BP_1983_1992,0.1,0.15
E01001566,LSOA,Enfield 029E,0,0,0.579710145,400,0.086956522,60,0.31884058,220,0.014492754,10,0,0,0,0,0,0,690,LSOA,Enfield 029E,Enfield 029E,40,0.057142857,580,0.828571429,1,0.001428571,30,0.042857143,0.044285714,10,0.014285714,1,0.001428571,0,0,0.015714285,1,0.001428571,1,0.001428571,1,0.001428571,0.004285713,1,0.001428571,30,0.042857143,1,0.001428571,0.045714285,700,580,BP_1900_1918,0.83,40,BP_PRE_1900,0.06,0.07
E01001567,LSOA,Enfield 022C,0.015873016,10,0.174603175,110,0.142857143,90,0.492063492,310,0.19047619,120,0,0,0,0,0,0,630,LSOA,Enfield 022C,Enfield 022C,70,0.111111111,20,0.031746032,0,0,390,0.619047619,0.619047619,10,0.015873016,30,0.047619048,20,0.031746032,0.095238096,50,0.079365079,20,0.031746032,0,0,0.111111111,20,0.031746032,0,0,1,0.001587302,0.033333334,630,390,BP_1930_1939,0.62,70,BP_PRE_1900,0.11,0.18
E01001568,LSOA,Enfield 022D,0.018181818,10,0,0,0,0,0.654545455,360,0.309090909,170,0,0,0,0,0,0,550,LSOA,Enfield 022D,Enfield 022D,1,0.001818182,1,0.001818182,280,0.509090909,220,0.4,0.909090909,1,0.001818182,10,0.018181818,10,0.018181818,0.038181818,1,0.001818182,10,0.018181818,1,0.001818182,0.021818182,10,0.018181818,1,0.001818182,0,0,0.02,550,280,BP_1919_1929,0.51,220,BP_1930_1939,0.4,0.79
E01001569,LSOA,Enfield 022E,0.025641026,20,0.551282051,430,0.141025641,110,0.230769231,180,0.051282051,40,0,0,0,0,0,0,780,LSOA,Enfield 022E,Enfield 022E,120,0.153846154,230,0.294871795,30,0.038461538,180,0.230769231,0.269230769,60,0.076923077,20,0.025641026,40,0.051282051,0.153846154,40,0.051282051,20,0.025641026,20,0.025641026,0.102564103,30,0.038461538,10,0.012820513,1,0.001282051,0.052564102,780,230,BP_1900_1918,0.29,180,BP_1930_1939,0.23,0.78
E01001570,LSOA,Enfield 026E,0,0,0.355263158,270,0.473684211,360,0.157894737,120,0.013157895,10,0,0,0,0,0,0,760,LSOA,Enfield 026E,Enfield 026E,30,0.038961039,60,0.077922078,270,0.350649351,160,0.207792208,0.558441559,0,0,50,0.064935065,0,0,0.064935065,20,0.025974026,100,0.12987013,20,0.025974026,0.181818182,30,0.038961039,20,0.025974026,1,0.001298701,0.066233766,770,270,BP_1919_1929,0.35,160,BP_1930_1939,0.21,0.59
E01001571,LSOA,Greenwich 008A,0,0,0.111111111,70,0.873015873,550,0.015873016,10,0,0,0,0,0,0,0,0,630,LSOA,Greenwich 008A,Greenwich 008A,10,0.015873016,380,0.603174603,130,0.206349206,1,0.001587302,0.207936508,0,0,90,0.142857143,20,0.031746032,0.174603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,380,BP_1900_1918,0.6,130,BP_1919_1929,0.21,0.34
E01001572,LSOA,Greenwich 008B,0,0,0.107692308,70,0.830769231,540,0.061538462,40,0,0,0,0,0,0,0,0,650,LSOA,Greenwich 008B,Greenwich 008B,10,0.015384615,440,0.676923077,30,0.046153846,70,0.107692308,0.153846154,1,0.001538462,40,0.061538462,20,0.030769231,0.093846155,0,0,0,0,1,0.001538462,0.001538462,30,0.046153846,0,0,0,0,0.046153846,650,440,BP_1900_1918,0.68,70,BP_1930_1939,0.11,0.16
E01001573,LSOA,Greenwich 008C,0,0,0.117647059,60,0.843137255,430,0.058823529,30,0,0,0,0,0,0,0,0,510,LSOA,Greenwich 008C,Greenwich 008C,10,0.019607843,260,0.509803922,80,0.156862745,110,0.215686275,0.37254902,10,0.019607843,20,0.039215686,20,0.039215686,0.098039215,10,0.019607843,1,0.001960784,1,0.001960784,0.023529411,0,0,0,0,0,0,0,510,260,BP_1900_1918,0.51,110,BP_1930_1939,0.22,0.42
E01001574,LSOA,Greenwich 008D,0.012658228,10,0.759493671,600,0.164556962,130,0.050632911,40,0.012658228,10,0,0,0,0,0,0,790,LSOA,Greenwich 008D,Greenwich 008D,10,0.012658228,50,0.063291139,10,0.012658228,40,0.050632911,0.063291139,50,0.063291139,560,0.708860759,50,0.063291139,0.835443037,0,0,10,0.012658228,0,0,0.012658228,0,0,10,0.012658228,1,0.001265823,0.013924051,790,560,BP_1955_1964,0.71,50,BP_1965_1972,0.06,0.09
E01001575,LSOA,Greenwich 003A,0.03030303,20,0.363636364,240,0.53030303,350,0,0,0,0,0,0,0.060606061,40,0,0,660,LSOA,Greenwich 003A,Greenwich 003A,1,0.001515152,0,0,0,0,1,0.001515152,0.001515152,0,0,600,0.909090909,0,0,0.909090909,0,0,0,0,0,0,0,0,0,10,0.015151515,40,0.060606061,0.075757576,660,600,BP_1955_1964,0.91,40,BP_UNKNOWN,0.06,0.07
E01001576,LSOA,Greenwich 003B,0.044117647,30,0.514705882,350,0.441176471,300,0,0,0,0,0,0,0,0,0,0,680,LSOA,Greenwich 003B,Greenwich 003B,0,0,0,0,0,0,1,0.001470588,0.001470588,0,0,640,0.941176471,10,0.014705882,0.955882353,1,0.001470588,0,0,0,0,0.001470588,0,0,20,0.029411765,1,0.001470588,0.030882353,680,640,BP_1955_1964,0.94,20,BP_2010_2015,0.03,0.03
E01001577,LSOA,Greenwich 003C,0,0,0.424657534,310,0.575342466,420,0,0,0,0,0,0,0,0,0,0,730,LSOA,Greenwich 003C,Greenwich 003C,0,0,0,0,0,0,0,0,0,0,0,720,0.98630137,1,0.001369863,0.987671233,0,0,0,0,10,0.01369863,0.01369863,1,0.001369863,0,0,0,0,0.001369863,730,720,BP_1955_1964,0.99,10,BP_1993_1999,0.01,0.01
E01001578,LSOA,Greenwich 003D,0,0,0.392857143,330,0.55952381,470,0.035714286,30,0,0,0,0,0,0,0,0,840,LSOA,Greenwich 003D,Greenwich 003D,110,0.127906977,120,0.139534884,0,0,10,0.011627907,0.011627907,1,0.001162791,350,0.406976744,20,0.023255814,0.431395349,1,0.001162791,1,0.001162791,30,0.034883721,0.037209303,200,0.23255814,10,0.011627907,1,0.001162791,0.245348838,860,350,BP_1955_1964,0.41,200,BP_2000_2009,0.23,0.57
E01001579,LSOA,Greenwich 003E,0,0,0.348484848,230,0.454545455,300,0.196969697,130,0,0,0,0,0,0,0,0,660,LSOA,Greenwich 003E,Greenwich 003E,0,0,0,0,20,0.03030303,120,0.181818182,0.212121212,10,0.015151515,480,0.727272727,20,0.03030303,0.772727272,1,0.001515152,0,0,0,0,0.001515152,10,0.015151515,1,0.001515152,1,0.001515152,0.018181819,660,480,BP_1955_1964,0.73,120,BP_1930_1939,0.18,0.25
E01001580,LSOA,Greenwich 021A,0.011904762,10,0.785714286,660,0.05952381,50,0.05952381,50,0.083333333,70,0,0,0,0,0,0,840,LSOA,Greenwich 021A,Greenwich 021A,490,0.576470588,10,0.011764706,30,0.035294118,40,0.047058824,0.082352942,1,0.001176471,20,0.023529412,190,0.223529412,0.248235295,30,0.035294118,20,0.023529412,1,0.001176471,0.060000001,10,0.011764706,10,0.011764706,10,0.011764706,0.035294118,850,490,BP_PRE_1900,0.58,190,BP_1965_1972,0.22,0.39
E01001581,LSOA,Greenwich 016A,0,0,0.75,630,0.107142857,90,0.119047619,100,0.023809524,20,0,0,0,0,0,0,840,LSOA,Greenwich 016A,Greenwich 016A,480,0.578313253,1,0.001204819,0,0,10,0.012048193,0.012048193,30,0.036144578,10,0.012048193,90,0.108433735,0.156626506,140,0.168674699,1,0.001204819,10,0.012048193,0.181927711,30,0.036144578,30,0.036144578,1,0.001204819,0.073493975,830,480,BP_PRE_1900,0.58,140,BP_1973_1982,0.17,0.29
E01001582,LSOA,Greenwich 021B,0.015384615,10,0.461538462,300,0.153846154,100,0.292307692,190,0.076923077,50,0,0,0,0,0,0,650,LSOA,Greenwich 021B,Greenwich 021B,50,0.076923077,30,0.046153846,30,0.046153846,130,0.2,0.246153846,150,0.230769231,90,0.138461538,110,0.169230769,0.538461538,20,0.030769231,20,0.030769231,1,0.001538462,0.063076924,10,0.015384615,1,0.001538462,1,0.001538462,0.018461539,650,150,BP_1945_1954,0.23,130,BP_1930_1939,0.2,0.87
E01001583,LSOA,Greenwich 021C,0.012345679,10,0.740740741,600,0.074074074,60,0.061728395,50,0.111111111,90,0,0,0,0,0,0,810,LSOA,Greenwich 021C,Greenwich 021C,430,0.530864198,70,0.086419753,10,0.012345679,40,0.049382716,0.061728395,10,0.012345679,90,0.111111111,10,0.012345679,0.135802469,70,0.086419753,20,0.024691358,20,0.024691358,0.135802469,40,0.049382716,10,0.012345679,1,0.001234568,0.062962963,810,430,BP_PRE_1900,0.53,90,BP_1955_1964,0.11,0.21
E01001584,LSOA,Greenwich 021D,0.013157895,10,0.605263158,460,0.210526316,160,0.052631579,40,0.105263158,80,0,0,0,0,0.013157895,10,760,LSOA,Greenwich 021D,Greenwich 021D,410,0.539473684,20,0.026315789,1,0.001315789,1,0.001315789,0.002631578,110,0.144736842,120,0.157894737,30,0.039473684,0.342105263,60,0.078947368,1,0.001315789,0,0,0.080263157,10,0.013157895,1,0.001315789,20,0.026315789,0.040789473,760,410,BP_PRE_1900,0.54,120,BP_1955_1964,0.16,0.29
E01001585,LSOA,Greenwich 016B,0,0,0.446153846,290,0.353846154,230,0.169230769,110,0.030769231,20,0,0,0,0,0,0,650,LSOA,Greenwich 016B,Greenwich 016B,430,0.661538462,40,0.061538462,20,0.030769231,20,0.030769231,0.061538462,1,0.001538462,30,0.046153846,50,0.076923077,0.124615385,50,0.076923077,0,0,10,0.015384615,0.092307692,1,0.001538462,0,0,1,0.001538462,0.003076924,650,430,BP_PRE_1900,0.66,50,BP_1973_1982,0.08,0.12
E01001586,LSOA,Greenwich 016C,0,0,0.722222222,520,0.097222222,70,0.083333333,60,0.097222222,70,0,0,0,0,0,0,720,LSOA,Greenwich 016C,Greenwich 016C,110,0.152777778,40,0.055555556,20,0.027777778,30,0.041666667,0.069444445,110,0.152777778,50,0.069444444,220,0.305555556,0.527777778,70,0.097222222,60,0.083333333,10,0.013888889,0.194444444,10,0.013888889,1,0.001388889,1,0.001388889,0.016666667,720,220,BP_1965_1972,0.31,110,BP_1945_1954,0.15,0.5
E01001587,LSOA,Greenwich 016D,0,0,0.735294118,750,0.107843137,110,0.107843137,110,0.049019608,50,0,0,0,0,0,0,1020,LSOA,Greenwich 016D,Greenwich 016D,310,0.303921569,50,0.049019608,20,0.019607843,20,0.019607843,0.039215686,1,0.000980392,130,0.12745098,60,0.058823529,0.187254901,80,0.078431373,120,0.117647059,10,0.009803922,0.205882354,110,0.107843137,120,0.117647059,1,0.000980392,0.226470588,1020,310,BP_PRE_1900,0.3,130,BP_1955_1964,0.13,0.42
E01001588,LSOA,Greenwich 012A,0,0,0.426470588,290,0.176470588,120,0.367647059,250,0.014705882,10,0,0,0,0,0,0,680,LSOA,Greenwich 012A,Greenwich 012A,100,0.147058824,0,0,20,0.029411765,200,0.294117647,0.323529412,110,0.161764706,100,0.147058824,40,0.058823529,0.367647059,70,0.102941176,10,0.014705882,10,0.014705882,0.13235294,20,0.029411765,1,0.001470588,1,0.001470588,0.032352941,680,200,BP_1930_1939,0.29,110,BP_1945_1954,0.16,0.55
E01001589,LSOA,Greenwich 012B,0.015151515,10,0.393939394,260,0.318181818,210,0.287878788,190,0,0,0,0,0,0,0,0,660,LSOA,Greenwich 012B,Greenwich 012B,260,0.388059701,10,0.014925373,40,0.059701493,110,0.164179104,0.223880597,130,0.194029851,0,0,30,0.044776119,0.23880597,40,0.059701493,10,0.014925373,10,0.014925373,0.089552239,10,0.014925373,30,0.044776119,1,0.001492537,0.061194029,670,260,BP_PRE_1900,0.39,130,BP_1945_1954,0.19,0.5
E01001590,LSOA,Greenwich 014A,0,0,0.424657534,310,0.465753425,340,0.095890411,70,0,0,0,0,0,0,0,0,730,LSOA,Greenwich 014A,Greenwich 014A,600,0.821917808,30,0.04109589,0,0,10,0.01369863,0.01369863,1,0.001369863,10,0.01369863,10,0.01369863,0.028767123,10,0.01369863,10,0.01369863,40,0.054794521,0.082191781,1,0.001369863,0,0,1,0.001369863,0.002739726,730,600,BP_PRE_1900,0.82,40,BP_1993_1999,0.05,0.07
E01001591,LSOA,Greenwich 012C,0,0,0.747126437,650,0.172413793,150,0.068965517,60,0.011494253,10,0,0,0,0,0,0,870,LSOA,Greenwich 012C,Greenwich 012C,210,0.24137931,0,0,0,0,110,0.126436782,0.126436782,150,0.172413793,30,0.034482759,1,0.001149425,0.208045977,290,0.333333333,20,0.022988506,10,0.011494253,0.367816092,40,0.045977011,0,0,10,0.011494253,0.057471264,870,290,BP_1973_1982,0.33,210,BP_PRE_1900,0.24,0.72
E01001592,LSOA,Greenwich 014B,0,0,0.346666667,260,0.6,450,0.04,30,0.013333333,10,0,0,0,0,0,0,750,LSOA,Greenwich 014B,Greenwich 014B,260,0.346666667,240,0.32,30,0.04,60,0.08,0.12,10,0.013333333,1,0.001333333,30,0.04,0.054666666,10,0.013333333,1,0.001333333,120,0.16,0.174666666,0,0,0,0,1,0.001333333,0.001333333,750,260,BP_PRE_1900,0.35,240,BP_1900_1918,0.32,0.92
E01001593,LSOA,Greenwich 014C,0,0,0.240506329,190,0.683544304,540,0.050632911,40,0.012658228,10,0,0,0,0,0,0,790,LSOA,Greenwich 014C,Greenwich 014C,360,0.455696203,210,0.265822785,50,0.063291139,30,0.037974684,0.101265823,20,0.025316456,40,0.050632911,10,0.012658228,0.088607595,50,0.063291139,10,0.012658228,1,0.001265823,0.07721519,10,0.012658228,0,0,1,0.001265823,0.013924051,790,360,BP_PRE_1900,0.46,210,BP_1900_1918,0.27,0.58
E01001594,LSOA,Greenwich 014D,0.011764706,10,0.752941176,640,0.2,170,0.047058824,40,0,0,0,0,0,0,0,0,850,LSOA,Greenwich 014D,Greenwich 014D,100,0.117647059,10,0.011764706,1,0.001176471,20,0.023529412,0.024705883,320,0.376470588,70,0.082352941,1,0.001176471,0.46,10,0.011764706,60,0.070588235,30,0.035294118,0.117647059,200,0.235294118,10,0.011764706,1,0.001176471,0.248235295,850,320,BP_1945_1954,0.38,200,BP_2000_2009,0.24,0.63
E01001595,LSOA,Greenwich 012D,0.014925373,10,0.582089552,390,0.134328358,90,0.23880597,160,0.029850746,20,0,0,0,0,0,0,670,LSOA,Greenwich 012D,Greenwich 012D,0,0,0,0,40,0.059701493,190,0.28358209,0.343283583,270,0.402985075,10,0.014925373,140,0.208955224,0.626865672,10,0.014925373,1,0.001492537,0,0,0.01641791,10,0.014925373,0,0,0,0,0.014925373,670,270,BP_1945_1954,0.4,190,BP_1930_1939,0.28,0.7
E01001596,LSOA,Greenwich 032A,0.125,80,0.046875,30,0.03125,20,0.703125,450,0.078125,50,0,0,0,0,0,0,640,LSOA,Greenwich 032A,Greenwich 032A,0,0,0,0,0,0,500,0.746268657,0.746268657,80,0.119402985,60,0.089552239,1,0.001492537,0.210447761,0,0,1,0.001492537,0,0,0.001492537,0,0,30,0.044776119,1,0.001492537,0.046268656,670,500,BP_1930_1939,0.75,80,BP_1945_1954,0.12,0.16
E01001597,LSOA,Greenwich 031A,0.015873016,10,0.317460317,200,0.031746032,20,0.587301587,370,0.047619048,30,0,0,0,0,0,0,630,LSOA,Greenwich 031A,Greenwich 031A,80,0.123076923,20,0.030769231,1,0.001538462,310,0.476923077,0.478461539,70,0.107692308,40,0.061538462,20,0.030769231,0.200000001,90,0.138461538,40,0.061538462,0,0,0.2,0,0,1,0.001538462,1,0.001538462,0.003076924,650,310,BP_1930_1939,0.48,90,BP_1973_1982,0.14,0.29
E01001598,LSOA,Greenwich 031B,0,0,0.096774194,60,0.048387097,30,0.741935484,460,0.096774194,60,0,0,0,0,0,0,620,LSOA,Greenwich 031B,Greenwich 031B,0,0,0,0,20,0.032258065,340,0.548387097,0.580645162,140,0.225806452,20,0.032258065,1,0.001612903,0.25967742,0,0,90,0.14516129,0,0,0.14516129,0,0,1,0.001612903,0,0,0.001612903,620,340,BP_1930_1939,0.55,140,BP_1945_1954,0.23,0.41
E01001599,LSOA,Greenwich 032B,0,0,0.114754098,70,0.114754098,70,0.704918033,430,0.06557377,40,0,0,0,0,0,0,610,LSOA,Greenwich 032B,Greenwich 032B,0,0,20,0.032786885,30,0.049180328,310,0.508196721,0.557377049,220,0.360655738,0,0,10,0.016393443,0.377049181,30,0.049180328,0,0,0,0,0.049180328,0,0,0,0,1,0.001639344,0.001639344,610,310,BP_1930_1939,0.51,220,BP_1945_1954,0.36,0.71
E01001600,LSOA,Greenwich 032C,0.015384615,10,0.415384615,270,0.153846154,100,0.384615385,250,0.030769231,20,0,0,0,0,0,0,650,LSOA,Greenwich 032C,Greenwich 032C,10,0.015151515,130,0.196969697,60,0.090909091,300,0.454545455,0.545454546,0,0,20,0.03030303,80,0.121212121,0.151515151,10,0.015151515,20,0.03030303,10,0.015151515,0.06060606,1,0.001515152,0,0,1,0.001515152,0.003030304,660,300,BP_1930_1939,0.45,130,BP_1900_1918,0.2,0.43
E01001601,LSOA,Greenwich 032D,0.016666667,10,0.15,90,0.15,90,0.633333333,380,0.033333333,20,0,0,0,0,0.016666667,10,600,LSOA,Greenwich 032D,Greenwich 032D,0,0,50,0.083333333,40,0.066666667,390,0.65,0.716666667,0,0,0,0,50,0.083333333,0.083333333,50,0.083333333,0,0,0,0,0.083333333,0,0,1,0.001666667,10,0.016666667,0.018333334,600,390,BP_1930_1939,0.65,50,BP_1973_1982,0.08,0.13
E01001602,LSOA,Greenwich 031C,0,0,0.178082192,130,0.493150685,360,0.328767123,240,0,0,0,0,0,0,0,0,730,LSOA,Greenwich 031C,Greenwich 031C,0,0,0,0,1,0.001369863,10,0.01369863,0.015068493,660,0.904109589,30,0.04109589,0,0,0.945205479,0,0,0,0,0,0,0,20,0.02739726,0,0,1,0.001369863,0.028767123,730,660,BP_1945_1954,0.9,30,BP_1955_1964,0.04,0.05
E01001603,LSOA,Greenwich 031D,0,0,0.558441558,430,0.272727273,210,0.168831169,130,0,0,0,0,0,0,0,0,770,LSOA,Greenwich 031D,Greenwich 031D,0,0,0,0,0,0,0,0,0,630,0.818181818,110,0.142857143,20,0.025974026,0.987012987,0,0,0,0,0,0,0,10,0.012987013,0,0,1,0.001298701,0.014285714,770,630,BP_1945_1954,0.82,110,BP_1955_1964,0.14,0.17
E01001604,LSOA,Greenwich 027A,0.016949153,10,0.203389831,120,0.457627119,270,0.305084746,180,0.016949153,10,0,0,0,0,0,0,590,LSOA,Greenwich 027A,Greenwich 027A,60,0.101694915,300,0.508474576,110,0.186440678,50,0.084745763,0.271186441,1,0.001694915,50,0.084745763,0,0,0.086440678,10,0.016949153,0,0,10,0.016949153,0.033898306,1,0.001694915,1,0.001694915,1,0.001694915,0.005084745,590,300,BP_1900_1918,0.51,110,BP_1919_1929,0.19,0.37
E01001605,LSOA,Greenwich 023A,0,0,0,0,0.137931034,80,0.844827586,490,0,0,0,0,0,0,0,0,580,LSOA,Greenwich 023A,Greenwich 023A,0,0,50,0.086206897,10,0.017241379,500,0.862068966,0.879310345,10,0.017241379,0,0,1,0.001724138,0.018965517,0,0,0,0,0,0,0,1,0.001724138,0,0,10,0.017241379,0.018965517,580,500,BP_1930_1939,0.86,50,BP_1900_1918,0.09,0.1
E01001606,LSOA,Greenwich 023B,0,0,0.047619048,30,0.761904762,480,0.174603175,110,0,0,0,0,0,0,0,0,630,LSOA,Greenwich 023B,Greenwich 023B,0,0,340,0.53968254,20,0.031746032,260,0.412698413,0.444444445,0,0,10,0.015873016,0,0,0.015873016,0,0,1,0.001587302,0,0,0.001587302,0,0,0,0,0,0,0,630,340,BP_1900_1918,0.54,260,BP_1930_1939,0.41,0.76
E01001607,LSOA,Greenwich 027B,0.014705882,10,0.220588235,150,0.705882353,480,0.044117647,30,0,0,0,0,0,0,0,0,680,LSOA,Greenwich 027B,Greenwich 027B,1,0.001470588,240,0.352941176,350,0.514705882,70,0.102941176,0.617647058,0,0,1,0.001470588,1,0.001470588,0.002941176,10,0.014705882,0,0,0,0,0.014705882,0,0,1,0.001470588,0,0,0.001470588,680,350,BP_1919_1929,0.51,240,BP_1900_1918,0.35,0.69
E01001608,LSOA,Greenwich 027C,0.033333333,20,0.283333333,170,0.25,150,0.283333333,170,0.133333333,80,0,0,0,0,0.016666667,10,600,LSOA,Greenwich 027C,Greenwich 027C,10,0.016666667,340,0.566666667,60,0.1,30,0.05,0.15,20,0.033333333,70,0.116666667,10,0.016666667,0.166666667,10,0.016666667,40,0.066666667,1,0.001666667,0.085000001,1,0.001666667,1,0.001666667,10,0.016666667,0.020000001,600,340,BP_1900_1918,0.57,70,BP_1955_1964,0.12,0.21
E01001609,LSOA,Greenwich 027D,0.039473684,30,0.460526316,350,0.263157895,200,0.223684211,170,0,0,0,0,0,0,0,0,760,LSOA,Greenwich 027D,Greenwich 027D,70,0.093333333,140,0.186666667,120,0.16,70,0.093333333,0.253333333,20,0.026666667,150,0.2,120,0.16,0.386666667,0,0,40,0.053333333,0,0,0.053333333,20,0.026666667,0,0,1,0.001333333,0.028,750,150,BP_1955_1964,0.2,140,BP_1900_1918,0.19,0.93
E01001610,LSOA,Greenwich 023C,0,0,0.138888889,100,0.569444444,410,0.277777778,200,0,0,0,0,0,0,0,0,720,LSOA,Greenwich 023C,Greenwich 023C,1,0.001388889,70,0.097222222,230,0.319444444,360,0.5,0.819444444,20,0.027777778,10,0.013888889,0,0,0.041666667,0,0,1,0.001388889,0,0,0.001388889,30,0.041666667,1,0.001388889,0,0,0.043055556,720,360,BP_1930_1939,0.5,230,BP_1919_1929,0.32,0.64
E01001611,LSOA,Greenwich 023D,0,0,0.263157895,200,0.447368421,340,0.263157895,200,0.013157895,10,0,0,0,0,0,0,760,LSOA,Greenwich 023D,Greenwich 023D,1,0.001315789,90,0.118421053,310,0.407894737,200,0.263157895,0.671052632,0,0,100,0.131578947,0,0,0.131578947,60,0.078947368,0,0,0,0,0.078947368,0,0,0,0,0,0,0,760,310,BP_1919_1929,0.41,200,BP_1930_1939,0.26,0.65
E01001613,LSOA,Greenwich 028A,0.012195122,10,0.670731707,550,0.158536585,130,0.085365854,70,0.048780488,40,0,0,0,0,0.024390244,20,820,LSOA,Greenwich 028A,Greenwich 028A,50,0.060240964,40,0.048192771,10,0.012048193,80,0.096385542,0.108433735,1,0.001204819,350,0.421686747,130,0.156626506,0.579518072,100,0.120481928,30,0.036144578,1,0.001204819,0.157831325,0,0,20,0.024096386,20,0.024096386,0.048192772,830,350,BP_1955_1964,0.42,130,BP_1965_1972,0.16,0.37
