Area Code4,Geography3,Area.x,Por_18,Bungalow_Total,Por_19,Flat/Maisonette_Total,Por_20,Terraced_House_Total,Por_21,Semi_detached_House_Total,Por_22,Detached_House_Total,Por_23,Annexe,Por_24,Other1,Por_25,Unknown2,Total,1,Area.y,AREA_NAME,BP_PRE_1900,Por_1,BP_1900_1918,Por_2,BP_1919_1929,Por_3,BP_1930_1939,Por_4,Por_14,BP_1945_1954,Por_5,BP_1955_1964,Por_6,BP_1965_1972,Por_7,Por_15,BP_1973_1982,Por_8,BP_1983_1992,Por_9,BP_1993_1999,Por_10,Por_16,BP_2000_2009,Por_11,BP_2010_2015,Por_12,BP_UNKNOWN,Por_13,Por_17,ALL_PROPERTIES,MODE1_VAL,MODE1_TYPE,MODE1_PC,MODE2_VAL,MODE2_TYPE,MODE2_PC,MODE2_MODE1_RATIO
E01000001,LSOA,City of London 001A,0,0,0.99047619,1040,0.00952381,10,0,0,0,0,0,0,0,0,0,0,1050,LSOA,City of London 001A,City of London 001A,60,0.054545455,1,0.000909091,0,0,0,0,0,0,0,50,0.045454545,840,0.763636364,0.809090909,10,0.009090909,0,0,50,0.045454545,0.054545454,80,0.072727273,0,0,10,0.009090909,0.081818182,1100,840,BP_1965_1972,0.76,80,BP_2000_2009,0.07,0.1
E01000002,LSOA,City of London 001B,0,0,0.960629921,1220,0.039370079,50,0,0,0,0,0,0,0,0,0,0,1270,LSOA,City of London 001B,City of London 001B,10,0.008403361,0,0,0,0,0,0,0,0,0,70,0.058823529,910,0.764705882,0.823529411,1,0.000840336,10,0.008403361,0,0,0.009243697,0,0,200,0.168067227,1,0.000840336,0.168907563,1190,910,BP_1965_1972,0.76,200,BP_2010_2015,0.17,0.22
E01000003,LSOA,City of London 001C,0,0,1,910,0,0,0,0,0,0,0,0,0,0,0,0,910,LSOA,City of London 001C,City of London 001C,20,0.021978022,0,0,0,0,0,0,0,0,0,20,0.021978022,780,0.857142857,0.879120879,1,0.001098901,0,0,60,0.065934066,0.067032967,40,0.043956044,0,0,1,0.001098901,0.045054945,910,780,BP_1965_1972,0.86,60,BP_1993_1999,0.07,0.08
E01000005,LSOA,City of London 001E,0,0,1,690,0,0,0,0,0,0,0,0,0,0,0,0,690,LSOA,City of London 001E,City of London 001E,90,0.132352941,1,0.001470588,1,0.001470588,20,0.029411765,0.030882353,1,0.001470588,140,0.205882353,110,0.161764706,0.369117647,170,0.25,70,0.102941176,0,0,0.352941176,10,0.014705882,70,0.102941176,1,0.001470588,0.119117646,680,170,BP_1973_1982,0.25,140,BP_1955_1964,0.21,0.82
E01000006,LSOA,Barking and Dagenham 016A,0,0,0.264150943,140,0.716981132,380,0,0,0,0,0,0,0,0,0,0,530,LSOA,Barking and Dagenham 016A,Barking and Dagenham 016A,40,0.075471698,20,0.037735849,170,0.320754717,140,0.264150943,0.58490566,30,0.056603774,0,0,0,0,0.056603774,0,0,0,0,130,0.245283019,0.245283019,10,0.018867925,1,0.001886792,0,0,0.020754717,530,170,BP_1919_1929,0.32,140,BP_1930_1939,0.26,0.82
E01000007,LSOA,Barking and Dagenham 015A,0,0,0.851351351,630,0.148648649,110,0,0,0,0,0,0,0,0,0,0,740,LSOA,Barking and Dagenham 015A,Barking and Dagenham 015A,20,0.021052632,1,0.001052632,20,0.021052632,60,0.063157895,0.084210527,0,0,60,0.063157895,110,0.115789474,0.178947369,0,0,20,0.021052632,80,0.084210526,0.105263158,240,0.252631579,320,0.336842105,10,0.010526316,0.6,950,320,BP_2010_2015,0.34,240,BP_2000_2009,0.25,0.75
E01000008,LSOA,Barking and Dagenham 015B,0,0,0.962264151,510,0,0,0.037735849,20,0,0,0,0,0,0,0,0,530,LSOA,Barking and Dagenham 015B,Barking and Dagenham 015B,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,1,0,0,0,0,0,0,0,1,0.001886792,0,0,0,0,0.001886792,530,530,BP_1965_1972,1,1,BP_2000_2009,0,0
E01000009,LSOA,Barking and Dagenham 016B,0,0,0.523076923,340,0.476923077,310,0,0,0,0,0,0,0,0,0,0,650,LSOA,Barking and Dagenham 016B,Barking and Dagenham 016B,60,0.090909091,230,0.348484848,50,0.075757576,50,0.075757576,0.151515152,10,0.015151515,0,0,0,0,0.015151515,50,0.075757576,50,0.075757576,60,0.090909091,0.242424243,90,0.136363636,10,0.015151515,0,0,0.151515151,660,230,BP_1900_1918,0.35,90,BP_2000_2009,0.14,0.39
E01000010,LSOA,Barking and Dagenham 015C,0,0,0.867768595,1050,0.132231405,160,0,0,0,0,0,0,0,0,0,0,1210,LSOA,Barking and Dagenham 015C,Barking and Dagenham 015C,10,0.008196721,170,0.139344262,60,0.049180328,120,0.098360656,0.147540984,140,0.114754098,60,0.049180328,10,0.008196721,0.172131147,1,0.000819672,0,0,0,0,0.000819672,640,0.524590164,1,0.000819672,1,0.000819672,0.526229508,1220,640,BP_2000_2009,0.52,170,BP_1900_1918,0.14,0.27
E01000011,LSOA,Barking and Dagenham 016C,0,0,0.276595745,130,0.680851064,320,0.042553191,20,0,0,0,0,0,0,0,0,470,LSOA,Barking and Dagenham 016C,Barking and Dagenham 016C,160,0.340425532,290,0.617021277,10,0.021276596,1,0.00212766,0.023404256,0,0,0,0,0,0,0,0,0,1,0.00212766,1,0.00212766,0.00425532,0,0,0,0,1,0.00212766,0.00212766,470,290,BP_1900_1918,0.62,160,BP_PRE_1900,0.34,0.55
E01000012,LSOA,Barking and Dagenham 015D,0,0,0.7,490,0.3,210,0,0,0,0,0,0,0,0,0,0,700,LSOA,Barking and Dagenham 015D,Barking and Dagenham 015D,70,0.1,50,0.071428571,1,0.001428571,40,0.057142857,0.058571428,1,0.001428571,10,0.014285714,30,0.042857143,0.058571428,0,0,350,0.5,1,0.001428571,0.501428571,150,0.214285714,0,0,0,0,0.214285714,700,350,BP_1983_1992,0.5,150,BP_2000_2009,0.21,0.43
E01000013,LSOA,Barking and Dagenham 013A,0,0,0.092307692,60,0.876923077,570,0.030769231,20,0,0,0,0,0,0,0,0,650,LSOA,Barking and Dagenham 013A,Barking and Dagenham 013A,0,0,0,0,620,0.939393939,20,0.03030303,0.969696969,1,0.001515152,0,0,0,0,0.001515152,0,0,1,0.001515152,0,0,0.001515152,0,0,20,0.03030303,1,0.001515152,0.031818182,660,620,BP_1919_1929,0.94,20,BP_2010_2015,0.03,0.03
E01000014,LSOA,Barking and Dagenham 013B,0,0,0.134328358,90,0.835820896,560,0.029850746,20,0,0,0,0,0,0,0,0,670,LSOA,Barking and Dagenham 013B,Barking and Dagenham 013B,0,0,0,0,600,0.895522388,1,0.001492537,0.897014925,1,0.001492537,0,0,0,0,0.001492537,50,0.074626866,10,0.014925373,0,0,0.089552239,0,0,0,0,0,0,0,670,600,BP_1919_1929,0.9,50,BP_1973_1982,0.07,0.08
E01000015,LSOA,Barking and Dagenham 009A,0,0,0.313953488,270,0.662790698,570,0.034883721,30,0,0,0,0,0,0,0,0,860,LSOA,Barking and Dagenham 009A,Barking and Dagenham 009A,0,0,0,0,600,0.697674419,0,0,0.697674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0.302325581,0,0,0,0,0.302325581,860,600,BP_1919_1929,0.7,260,BP_2000_2009,0.3,0.43
E01000016,LSOA,Barking and Dagenham 009B,0,0,0.0625,40,0.9375,600,0,0,0,0,0,0,0,0,0,0,640,LSOA,Barking and Dagenham 009B,Barking and Dagenham 009B,0,0,0,0,630,0.984375,10,0.015625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015625,0,0,0,0,0.0015625,640,630,BP_1919_1929,0.98,10,BP_1930_1939,0.02,0.02
E01000017,LSOA,Barking and Dagenham 009C,0,0,0.088235294,60,0.867647059,590,0.029411765,20,0,0,0,0,0,0,0,0,680,LSOA,Barking and Dagenham 009C,Barking and Dagenham 009C,0,0,0,0,650,0.955882353,0,0,0.955882353,0,0,0,0,0,0,0,0,0,20,0.029411765,0,0,0.029411765,1,0.001470588,1,0.001470588,1,0.001470588,0.004411764,680,650,BP_1919_1929,0.96,20,BP_1983_1992,0.03,0.03
E01000018,LSOA,Barking and Dagenham 009D,0,0,0.031746032,20,0.936507937,590,0.047619048,30,0,0,0,0,0,0,0,0,630,LSOA,Barking and Dagenham 009D,Barking and Dagenham 009D,0,0,1,0.001587302,610,0.968253968,0,0,0.968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.031746032,0,0,0,0,0.031746032,630,610,BP_1919_1929,0.97,20,BP_2000_2009,0.03,0.03
E01000019,LSOA,Barking and Dagenham 023A,0,0,0.058823529,30,0.823529412,420,0.117647059,60,0,0,0,0,0,0,0,0,510,LSOA,Barking and Dagenham 023A,Barking and Dagenham 023A,0,0,10,0.019607843,330,0.647058824,160,0.31372549,0.960784314,0,0,0,0,0,0,0,0,0,20,0.039215686,0,0,0.039215686,1,0.001960784,0,0,1,0.001960784,0.003921568,510,330,BP_1919_1929,0.65,160,BP_1930_1939,0.31,0.48
E01000020,LSOA,Barking and Dagenham 023B,0,0,0.181818182,120,0.636363636,420,0.181818182,120,0,0,0,0,0,0,0,0,660,LSOA,Barking and Dagenham 023B,Barking and Dagenham 023B,0,0,0,0,450,0.681818182,10,0.015151515,0.696969697,90,0.136363636,10,0.015151515,0,0,0.151515151,30,0.045454545,20,0.03030303,30,0.045454545,0.12121212,30,0.045454545,0,0,1,0.001515152,0.046969697,660,450,BP_1919_1929,0.68,90,BP_1945_1954,0.14,0.2
E01000021,LSOA,Barking and Dagenham 008A,0,0,0.24137931,140,0.448275862,260,0.310344828,180,0,0,0,0,0,0,0,0,580,LSOA,Barking and Dagenham 008A,Barking and Dagenham 008A,0,0,0,0,430,0.74137931,10,0.017241379,0.758620689,0,0,0,0,30,0.051724138,0.051724138,0,0,90,0.155172414,30,0.051724138,0.206896552,1,0.001724138,0,0,0,0,0.001724138,580,430,BP_1919_1929,0.74,90,BP_1983_1992,0.16,0.21
E01000022,LSOA,Barking and Dagenham 008B,0,0,0.294117647,200,0.544117647,370,0.147058824,100,0,0,0,0,0,0,0,0,680,LSOA,Barking and Dagenham 008B,Barking and Dagenham 008B,0,0,0,0,370,0.711538462,50,0.096153846,0.807692308,30,0.057692308,0,0,0,0,0.057692308,0,0,1,0.001923077,30,0.057692308,0.059615385,20,0.038461538,30,0.057692308,0,0,0.096153846,520,370,BP_1919_1929,0.71,50,BP_1930_1939,0.1,0.14
E01000023,LSOA,Barking and Dagenham 008C,0,0,0.696969697,690,0.252525253,250,0.04040404,40,0,0,0,0,0,0,0,0,990,LSOA,Barking and Dagenham 008C,Barking and Dagenham 008C,0,0,0,0,270,0.204545455,110,0.083333333,0.287878788,0,0,0,0,20,0.015151515,0.015151515,0,0,140,0.106060606,0,0,0.106060606,40,0.03030303,740,0.560606061,1,0.000757576,0.591666667,1320,740,BP_2010_2015,0.56,270,BP_1919_1929,0.2,0.36
E01000024,LSOA,Barking and Dagenham 008D,0.023255814,10,0.023255814,10,0.813953488,350,0.139534884,60,0,0,0,0,0,0,0,0,430,LSOA,Barking and Dagenham 008D,Barking and Dagenham 008D,0,0,0,0,430,0.977272727,0,0,0.977272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.022727273,1,0.002272727,1,0.002272727,0.027272727,440,430,BP_1919_1929,0.98,10,BP_2000_2009,0.02,0.02
E01000025,LSOA,Barking and Dagenham 008E,0,0,0.075757576,50,0.878787879,580,0.03030303,20,0,0,0,0,0,0,0,0,660,LSOA,Barking and Dagenham 008E,Barking and Dagenham 008E,0,0,0,0,510,0.772727273,1,0.001515152,0.774242425,50,0.075757576,0,0,0,0,0.075757576,0,0,1,0.001515152,70,0.106060606,0.107575758,20,0.03030303,0,0,0,0,0.03030303,660,510,BP_1919_1929,0.77,70,BP_1993_1999,0.11,0.14
E01000027,LSOA,Barking and Dagenham 001A,0.030769231,20,0.230769231,150,0.6,390,0.123076923,80,0.015384615,10,0,0,0,0,0,0,650,LSOA,Barking and Dagenham 001A,Barking and Dagenham 001A,10,0.015151515,1,0.001515152,1,0.001515152,1,0.001515152,0.003030304,320,0.484848485,150,0.227272727,10,0.015151515,0.727272727,20,0.03030303,0,0,120,0.181818182,0.212121212,10,0.015151515,1,0.001515152,1,0.001515152,0.018181819,660,320,BP_1945_1954,0.48,150,BP_1955_1964,0.23,0.47
E01000028,LSOA,Barking and Dagenham 001B,0.045454545,30,0.515151515,340,0.409090909,270,0.03030303,20,0,0,0,0,0,0,0,0,660,LSOA,Barking and Dagenham 001B,Barking and Dagenham 001B,0,0,0,0,0,0,30,0.045454545,0.045454545,170,0.257575758,250,0.378787879,10,0.015151515,0.651515152,140,0.212121212,10,0.015151515,20,0.03030303,0.257575757,30,0.045454545,0,0,1,0.001515152,0.046969697,660,250,BP_1955_1964,0.38,170,BP_1945_1954,0.26,0.68
E01000029,LSOA,Barking and Dagenham 001C,0.367647059,250,0.161764706,110,0.323529412,220,0.147058824,100,0,0,0,0,0,0,0,0,680,LSOA,Barking and Dagenham 001C,Barking and Dagenham 001C,0,0,0,0,10,0.014705882,290,0.426470588,0.44117647,30,0.044117647,200,0.294117647,0,0,0.338235294,80,0.117647059,60,0.088235294,0,0,0.205882353,1,0.001470588,0,0,1,0.001470588,0.002941176,680,290,BP_1930_1939,0.43,200,BP_1955_1964,0.29,0.69
E01000030,LSOA,Barking and Dagenham 001D,0.025641026,20,0.641025641,500,0.230769231,180,0.102564103,80,0,0,0,0,0,0,0,0,780,LSOA,Barking and Dagenham 001D,Barking and Dagenham 001D,0,0,20,0.025641026,0,0,10,0.012820513,0.012820513,310,0.397435897,300,0.384615385,130,0.166666667,0.948717949,0,0,1,0.001282051,0,0,0.001282051,20,0.025641026,1,0.001282051,1,0.001282051,0.028205128,780,310,BP_1945_1954,0.4,300,BP_1955_1964,0.38,0.97
E01000031,LSOA,Barking and Dagenham 002A,0.032258065,20,0.193548387,120,0.516129032,320,0.241935484,150,0.016129032,10,0,0,0,0,0.016129032,10,620,LSOA,Barking and Dagenham 002A,Barking and Dagenham 002A,40,0.064516129,20,0.032258065,10,0.016129032,320,0.516129032,0.532258064,20,0.032258065,120,0.193548387,20,0.032258065,0.258064517,30,0.048387097,40,0.064516129,1,0.001612903,0.114516129,10,0.016129032,0,0,10,0.016129032,0.032258064,620,320,BP_1930_1939,0.52,120,BP_1955_1964,0.19,0.38
E01000032,LSOA,Barking and Dagenham 002B,0.045454545,30,0.303030303,200,0.272727273,180,0.363636364,240,0.015151515,10,0,0,0,0,0,0,660,LSOA,Barking and Dagenham 002B,Barking and Dagenham 002B,20,0.03030303,30,0.045454545,230,0.348484848,220,0.333333333,0.681818181,40,0.060606061,80,0.121212121,1,0.001515152,0.183333334,1,0.001515152,30,0.045454545,1,0.001515152,0.048484849,10,0.015151515,1,0.001515152,1,0.001515152,0.018181819,660,230,BP_1919_1929,0.35,220,BP_1930_1939,0.33,0.96
E01000033,LSOA,Barking and Dagenham 006A,0,0,0.339285714,190,0.464285714,260,0.178571429,100,0,0,0,0,0,0,0,0,560,LSOA,Barking and Dagenham 006A,Barking and Dagenham 006A,0,0,0,0,30,0.052631579,200,0.350877193,0.403508772,170,0.298245614,20,0.035087719,130,0.228070175,0.561403508,0,0,0,0,0,0,0,1,0.001754386,20,0.035087719,0,0,0.036842105,570,200,BP_1930_1939,0.35,170,BP_1945_1954,0.3,0.85
E01000034,LSOA,Barking and Dagenham 003A,0.055555556,30,0.12962963,70,0.333333333,180,0.425925926,230,0.037037037,20,0,0,0,0,0,0,540,LSOA,Barking and Dagenham 003A,Barking and Dagenham 003A,1,0.001851852,0,0,10,0.018518519,90,0.166666667,0.185185186,290,0.537037037,0,0,1,0.001851852,0.538888889,0,0,0,0,130,0.240740741,0.240740741,1,0.001851852,0,0,1,0.001851852,0.003703704,540,290,BP_1945_1954,0.54,130,BP_1993_1999,0.24,0.45
E01000035,LSOA,Barking and Dagenham 010A,0,0,0.344262295,210,0.606557377,370,0.049180328,30,0,0,0,0,0,0,0,0,610,LSOA,Barking and Dagenham 010A,Barking and Dagenham 010A,1,0.001639344,10,0.016393443,50,0.081967213,240,0.393442623,0.475409836,160,0.262295082,60,0.098360656,1,0.001639344,0.362295082,30,0.049180328,1,0.001639344,1,0.001639344,0.052459016,40,0.06557377,1,0.001639344,1,0.001639344,0.068852458,610,240,BP_1930_1939,0.39,160,BP_1945_1954,0.26,0.67
E01000036,LSOA,Barking and Dagenham 010B,0.020408163,10,0.102040816,50,0.591836735,290,0.265306122,130,0,0,0,0,0,0,0,0,490,LSOA,Barking and Dagenham 010B,Barking and Dagenham 010B,20,0.040816327,1,0.002040816,20,0.040816327,400,0.816326531,0.857142858,1,0.002040816,30,0.06122449,0,0,0.063265306,0,0,1,0.002040816,10,0.020408163,0.022448979,1,0.002040816,0,0,0,0,0.002040816,490,400,BP_1930_1939,0.82,30,BP_1955_1964,0.06,0.08
E01000037,LSOA,Barking and Dagenham 003B,0.070175439,40,0.070175439,40,0.631578947,360,0.210526316,120,0.01754386,10,0,0,0,0,0,0,570,LSOA,Barking and Dagenham 003B,Barking and Dagenham 003B,0,0,1,0.001754386,10,0.01754386,440,0.771929825,0.789473685,10,0.01754386,0,0,0,0,0.01754386,0,0,1,0.001754386,100,0.175438596,0.177192982,1,0.001754386,0,0,1,0.001754386,0.003508772,570,440,BP_1930_1939,0.77,100,BP_1993_1999,0.18,0.23
E01000038,LSOA,Barking and Dagenham 003C,0.06557377,40,0.114754098,70,0.508196721,310,0.31147541,190,0,0,0,0,0,0,0,0,610,LSOA,Barking and Dagenham 003C,Barking and Dagenham 003C,1,0.001639344,1,0.001639344,1,0.001639344,400,0.655737705,0.657377049,180,0.295081967,20,0.032786885,0,0,0.327868852,1,0.001639344,1,0.001639344,0,0,0.003278688,1,0.001639344,0,0,0,0,0.001639344,610,400,BP_1930_1939,0.66,180,BP_1945_1954,0.3,0.45
E01000039,LSOA,Barking and Dagenham 003D,0,0,0.194029851,130,0.611940299,410,0.119402985,80,0.044776119,30,0,0,0.014925373,10,0,0,670,LSOA,Barking and Dagenham 003D,Barking and Dagenham 003D,1,0.001492537,0,0,0,0,40,0.059701493,0.059701493,220,0.328358209,60,0.089552239,90,0.134328358,0.552238806,0,0,10,0.014925373,190,0.28358209,0.298507463,50,0.074626866,1,0.001492537,1,0.001492537,0.07761194,670,220,BP_1945_1954,0.33,190,BP_1993_1999,0.28,0.86
E01000040,LSOA,Barking and Dagenham 019A,0.015151515,10,0.363636364,240,0.424242424,280,0.212121212,140,0,0,0,0,0,0,0,0,660,LSOA,Barking and Dagenham 019A,Barking and Dagenham 019A,1,0.001515152,1,0.001515152,130,0.196969697,130,0.196969697,0.393939394,280,0.424242424,10,0.015151515,120,0.181818182,0.621212121,0,0,0,0,0,0,0,1,0.001515152,0,0,0,0,0.001515152,660,280,BP_1945_1954,0.42,130,BP_1930_1939,0.2,0.46
E01000041,LSOA,Barking and Dagenham 017A,0,0,0.032786885,20,0.967213115,590,0.016393443,10,0,0,0,0,0,0,0,0,610,LSOA,Barking and Dagenham 017A,Barking and Dagenham 017A,0,0,0,0,610,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001639344,1,0.001639344,0,0,0.003278688,610,610,BP_1919_1929,1,1,BP_2010_2015,0,0
E01000042,LSOA,Barking and Dagenham 017B,0,0,0.478873239,340,0.464788732,330,0.042253521,30,0,0,0,0,0,0,0,0,710,LSOA,Barking and Dagenham 017B,Barking and Dagenham 017B,0,0,0,0,150,0.211267606,20,0.028169014,0.23943662,240,0.338028169,200,0.281690141,0,0,0.61971831,0,0,0,0,0,0,0,100,0.14084507,1,0.001408451,1,0.001408451,0.143661972,710,240,BP_1945_1954,0.34,200,BP_1955_1964,0.28,0.83
E01000043,LSOA,Barking and Dagenham 019B,0,0,0.14893617,70,0.382978723,180,0.468085106,220,0,0,0,0,0,0,0,0,470,LSOA,Barking and Dagenham 019B,Barking and Dagenham 019B,0,0,10,0.021276596,390,0.829787234,40,0.085106383,0.914893617,10,0.021276596,0,0,0,0,0.021276596,10,0.021276596,0,0,0,0,0.021276596,20,0.042553191,0,0,0,0,0.042553191,470,390,BP_1919_1929,0.83,40,BP_1930_1939,0.09,0.1
E01000044,LSOA,Barking and Dagenham 016D,0,0,0.109375,70,0.859375,550,0.03125,20,0,0,0,0,0,0,0,0,640,LSOA,Barking and Dagenham 016D,Barking and Dagenham 016D,60,0.09375,290,0.453125,120,0.1875,130,0.203125,0.390625,10,0.015625,0,0,0,0,0.015625,1,0.0015625,1,0.0015625,20,0.03125,0.034375,1,0.0015625,1,0.0015625,0,0,0.003125,640,290,BP_1900_1918,0.45,130,BP_1930_1939,0.2,0.45
E01000045,LSOA,Barking and Dagenham 017C,0,0,0.163934426,100,0.786885246,480,0.032786885,20,0,0,0,0,0,0,0,0,610,LSOA,Barking and Dagenham 017C,Barking and Dagenham 017C,0,0,0,0,480,0.786885246,50,0.081967213,0.868852459,20,0.032786885,1,0.001639344,10,0.016393443,0.050819672,0,0,0,0,0,0,0,40,0.06557377,1,0.001639344,1,0.001639344,0.068852458,610,480,BP_1919_1929,0.79,50,BP_1930_1939,0.08,0.1
E01000046,LSOA,Barking and Dagenham 017D,0.015625,10,0.09375,60,0.828125,530,0.0625,40,0.015625,10,0,0,0,0,0,0,640,LSOA,Barking and Dagenham 017D,Barking and Dagenham 017D,0,0,0,0,490,0.765625,10,0.015625,0.78125,20,0.03125,0,0,0,0,0.03125,0,0,0,0,1,0.0015625,0.0015625,120,0.1875,0,0,0,0,0.1875,640,490,BP_1919_1929,0.77,120,BP_2000_2009,0.19,0.24
E01000048,LSOA,Barking and Dagenham 021B,0,0,0.953846154,620,0.046153846,30,0,0,0,0,0,0,0,0,0,0,650,LSOA,Barking and Dagenham 021B,Barking and Dagenham 021B,30,0.046153846,0,0,0,0,0,0,0,70,0.107692308,0,0,440,0.676923077,0.784615385,110,0.169230769,0,0,0,0,0.169230769,0,0,0,0,0,0,0,650,440,BP_1965_1972,0.68,110,BP_1973_1982,0.17,0.25
E01000049,LSOA,Barking and Dagenham 021C,0,0,0.723076923,470,0.215384615,140,0.061538462,40,0,0,0,0,0,0,0,0,650,LSOA,Barking and Dagenham 021C,Barking and Dagenham 021C,40,0.061538462,0,0,100,0.153846154,1,0.001538462,0.155384616,10,0.015384615,0,0,270,0.415384615,0.43076923,200,0.307692308,20,0.030769231,0,0,0.338461539,0,0,0,0,0,0,0,650,270,BP_1965_1972,0.42,200,BP_1973_1982,0.31,0.74
E01000050,LSOA,Barking and Dagenham 019C,0,0,0.360655738,220,0.62295082,380,0.016393443,10,0,0,0,0,0,0,0,0,610,LSOA,Barking and Dagenham 019C,Barking and Dagenham 019C,60,0.098360656,200,0.327868852,60,0.098360656,40,0.06557377,0.163934426,20,0.032786885,20,0.032786885,60,0.098360656,0.163934426,80,0.131147541,10,0.016393443,70,0.114754098,0.262295082,1,0.001639344,0,0,1,0.001639344,0.003278688,610,200,BP_1900_1918,0.33,80,BP_1973_1982,0.13,0.4
E01000051,LSOA,Barking and Dagenham 021D,0,0,1,520,0,0,0,0,0,0,0,0,0,0,0,0,520,LSOA,Barking and Dagenham 021D,Barking and Dagenham 021D,0,0,0,0,0,0,0,0,0,20,0.038461538,50,0.096153846,450,0.865384615,0.999999999,0,0,0,0,0,0,0,0,0,0,0,1,0.001923077,0.001923077,520,450,BP_1965_1972,0.87,50,BP_1955_1964,0.1,0.11
E01000052,LSOA,Barking and Dagenham 019D,0,0,0.1625,130,0.7625,610,0.075,60,0,0,0,0,0,0,0,0,800,LSOA,Barking and Dagenham 019D,Barking and Dagenham 019D,80,0.1,260,0.325,90,0.1125,120,0.15,0.2625,170,0.2125,10,0.0125,30,0.0375,0.2625,20,0.025,0,0,0,0,0.025,20,0.025,1,0.00125,0,0,0.02625,800,260,BP_1900_1918,0.33,170,BP_1945_1954,0.21,0.65
E01000053,LSOA,Barking and Dagenham 020A,0,0,0.424242424,280,0.53030303,350,0.045454545,30,0.015151515,10,0,0,0,0,0,0,660,LSOA,Barking and Dagenham 020A,Barking and Dagenham 020A,0,0,0,0,280,0.424242424,10,0.015151515,0.439393939,0,0,0,0,0,0,0,0,0,320,0.484848485,10,0.015151515,0.5,40,0.060606061,0,0,0,0,0.060606061,660,320,BP_1983_1992,0.48,280,BP_1919_1929,0.42,0.88
E01000054,LSOA,Barking and Dagenham 018A,0,0,0.045454545,30,0.924242424,610,0.015151515,10,0,0,0,0,0,0,0,0,660,LSOA,Barking and Dagenham 018A,Barking and Dagenham 018A,0,0,0,0,640,0.96969697,10,0.015151515,0.984848485,0,0,0,0,0,0,0,0,0,1,0.001515152,0,0,0.001515152,1,0.001515152,0,0,0,0,0.001515152,660,640,BP_1919_1929,0.97,10,BP_1930_1939,0.02,0.02
E01000055,LSOA,Barking and Dagenham 018B,0,0,0.052631579,30,0.964912281,550,0,0,0,0,0,0,0,0,0,0,570,LSOA,Barking and Dagenham 018B,Barking and Dagenham 018B,0,0,0,0,570,1,0,0,1,1,0.001754386,0,0,0,0,0.001754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,570,BP_1919_1929,1,1,BP_1945_1954,0,0
E01000056,LSOA,Barking and Dagenham 018C,0,0,0.13559322,80,0.796610169,470,0.050847458,30,0,0,0,0,0,0,0,0,590,LSOA,Barking and Dagenham 018C,Barking and Dagenham 018C,0,0,0,0,390,0.661016949,0,0,0.661016949,0,0,0,0,0,0,0,1,0.001694915,1,0.001694915,130,0.220338983,0.223728813,70,0.118644068,0,0,1,0.001694915,0.120338983,590,390,BP_1919_1929,0.66,130,BP_1993_1999,0.22,0.33
E01000057,LSOA,Barking and Dagenham 012A,0,0,0.214285714,120,0.803571429,450,0,0,0,0,0,0,0,0,0,0,560,LSOA,Barking and Dagenham 012A,Barking and Dagenham 012A,1,0.001754386,0,0,480,0.842105263,1,0.001754386,0.843859649,20,0.035087719,10,0.01754386,0,0,0.052631579,0,0,0,0,0,0,0,60,0.105263158,0,0,0,0,0.105263158,570,480,BP_1919_1929,0.84,60,BP_2000_2009,0.11,0.13
E01000058,LSOA,Barking and Dagenham 018D,0.014285714,10,0.128571429,90,0.8,560,0.057142857,40,0,0,0,0,0,0,0,0,700,LSOA,Barking and Dagenham 018D,Barking and Dagenham 018D,0,0,0,0,500,0.714285714,10,0.014285714,0.728571428,60,0.085714286,0,0,0,0,0.085714286,0,0,0,0,0,0,0,130,0.185714286,0,0,0,0,0.185714286,700,500,BP_1919_1929,0.71,130,BP_2000_2009,0.19,0.26
E01000059,LSOA,Barking and Dagenham 013C,0.033333333,20,0.05,30,0.933333333,560,0,0,0,0,0,0,0,0,0,0,600,LSOA,Barking and Dagenham 013C,Barking and Dagenham 013C,0,0,0,0,570,0.95,0,0,0.95,0,0,0,0,0,0,0,0,0,10,0.016666667,0,0,0.016666667,20,0.033333333,0,0,0,0,0.033333333,600,570,BP_1919_1929,0.95,20,BP_2000_2009,0.03,0.04
E01000060,LSOA,Barking and Dagenham 006B,0.013333333,10,0.413333333,310,0.426666667,320,0.133333333,100,0,0,0,0,0,0,0,0,750,LSOA,Barking and Dagenham 006B,Barking and Dagenham 006B,1,0.001333333,1,0.001333333,110,0.146666667,70,0.093333333,0.24,550,0.733333333,10,0.013333333,0,0,0.746666666,0,0,0,0,0,0,0,1,0.001333333,1,0.001333333,0,0,0.002666666,750,550,BP_1945_1954,0.73,110,BP_1919_1929,0.15,0.2
