1,Area Code4,Area,Bungalow,Flat/Maisonette,Terraced House,Semi0detached House,Detached House,Unknown,AREA_NAME,BP_PRE_1900,Por_1,BP_1900_1918,Por_2,BP_1919_1929,Por_3,BP_1930_1939,Por_4,Por_14,BP_1945_1954,Por_5,BP_1955_1964,Por_6,BP_1965_1972,Por_7,Por_15,BP_1973_1982,Por_8,BP_1983_1992,Por_9,BP_1993_1999,Por_10,Por_16,BP_2000_2009,Por_11,BP_2010_2015,Por_12,BP_UNKNOWN,Por_13,Por_17,ALL_PROPERTIES,MODE1_VAL,MODE1_TYPE,MODE1_PC,MODE2_VAL,MODE2_TYPE,MODE2_PC,MODE2_MODE1_RATIO
LSOA,E01000001,City of London 001A,0,1040,10,0,0,0,City of London 001A,60,0.054545455,1,0.000909091,0,0,0,0,0,0,0,50,0.045454545,840,0.763636364,0.809090909,10,0.009090909,0,0,50,0.045454545,0.054545454,80,0.072727273,0,0,10,0.009090909,0.081818182,1100,840,BP_1965_1972,0.76,80,BP_2000_2009,0.07,0.1
LSOA,E01000002,City of London 001B,0,1220,50,0,0,0,City of London 001B,10,0.008403361,0,0,0,0,0,0,0,0,0,70,0.058823529,910,0.764705882,0.823529411,1,0.000840336,10,0.008403361,0,0,0.009243697,0,0,200,0.168067227,1,0.000840336,0.168907563,1190,910,BP_1965_1972,0.76,200,BP_2010_2015,0.17,0.22
LSOA,E01000003,City of London 001C,0,910,0,0,0,0,City of London 001C,20,0.021978022,0,0,0,0,0,0,0,0,0,20,0.021978022,780,0.857142857,0.879120879,1,0.001098901,0,0,60,0.065934066,0.067032967,40,0.043956044,0,0,1,0.001098901,0.045054945,910,780,BP_1965_1972,0.86,60,BP_1993_1999,0.07,0.08
LSOA,E01000005,City of London 001E,0,690,0,0,0,0,City of London 001E,90,0.132352941,1,0.001470588,1,0.001470588,20,0.029411765,0.030882353,1,0.001470588,140,0.205882353,110,0.161764706,0.369117647,170,0.25,70,0.102941176,0,0,0.352941176,10,0.014705882,70,0.102941176,1,0.001470588,0.119117646,680,170,BP_1973_1982,0.25,140,BP_1955_1964,0.21,0.82
LSOA,E01000006,Barking and Dagenham 016A,0,140,380,0,0,0,Barking and Dagenham 016A,40,0.075471698,20,0.037735849,170,0.320754717,140,0.264150943,0.58490566,30,0.056603774,0,0,0,0,0.056603774,0,0,0,0,130,0.245283019,0.245283019,10,0.018867925,1,0.001886792,0,0,0.020754717,530,170,BP_1919_1929,0.32,140,BP_1930_1939,0.26,0.82
LSOA,E01000007,Barking and Dagenham 015A,0,630,110,0,0,0,Barking and Dagenham 015A,20,0.021052632,1,0.001052632,20,0.021052632,60,0.063157895,0.084210527,0,0,60,0.063157895,110,0.115789474,0.178947369,0,0,20,0.021052632,80,0.084210526,0.105263158,240,0.252631579,320,0.336842105,10,0.010526316,0.6,950,320,BP_2010_2015,0.34,240,BP_2000_2009,0.25,0.75
LSOA,E01000008,Barking and Dagenham 015B,0,510,0,20,0,0,Barking and Dagenham 015B,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,1,0,0,0,0,0,0,0,1,0.001886792,0,0,0,0,0.001886792,530,530,BP_1965_1972,1,1,BP_2000_2009,0,0
LSOA,E01000009,Barking and Dagenham 016B,0,340,310,0,0,0,Barking and Dagenham 016B,60,0.090909091,230,0.348484848,50,0.075757576,50,0.075757576,0.151515152,10,0.015151515,0,0,0,0,0.015151515,50,0.075757576,50,0.075757576,60,0.090909091,0.242424243,90,0.136363636,10,0.015151515,0,0,0.151515151,660,230,BP_1900_1918,0.35,90,BP_2000_2009,0.14,0.39
LSOA,E01000010,Barking and Dagenham 015C,0,1050,160,0,0,0,Barking and Dagenham 015C,10,0.008196721,170,0.139344262,60,0.049180328,120,0.098360656,0.147540984,140,0.114754098,60,0.049180328,10,0.008196721,0.172131147,1,0.000819672,0,0,0,0,0.000819672,640,0.524590164,1,0.000819672,1,0.000819672,0.526229508,1220,640,BP_2000_2009,0.52,170,BP_1900_1918,0.14,0.27
LSOA,E01000011,Barking and Dagenham 016C,0,130,320,20,0,0,Barking and Dagenham 016C,160,0.340425532,290,0.617021277,10,0.021276596,1,0.00212766,0.023404256,0,0,0,0,0,0,0,0,0,1,0.00212766,1,0.00212766,0.00425532,0,0,0,0,1,0.00212766,0.00212766,470,290,BP_1900_1918,0.62,160,BP_PRE_1900,0.34,0.55
LSOA,E01000012,Barking and Dagenham 015D,0,490,210,0,0,0,Barking and Dagenham 015D,70,0.1,50,0.071428571,1,0.001428571,40,0.057142857,0.058571428,1,0.001428571,10,0.014285714,30,0.042857143,0.058571428,0,0,350,0.5,1,0.001428571,0.501428571,150,0.214285714,0,0,0,0,0.214285714,700,350,BP_1983_1992,0.5,150,BP_2000_2009,0.21,0.43
LSOA,E01000013,Barking and Dagenham 013A,0,60,570,20,0,0,Barking and Dagenham 013A,0,0,0,0,620,0.939393939,20,0.03030303,0.969696969,1,0.001515152,0,0,0,0,0.001515152,0,0,1,0.001515152,0,0,0.001515152,0,0,20,0.03030303,1,0.001515152,0.031818182,660,620,BP_1919_1929,0.94,20,BP_2010_2015,0.03,0.03
LSOA,E01000014,Barking and Dagenham 013B,0,90,560,20,0,0,Barking and Dagenham 013B,0,0,0,0,600,0.895522388,1,0.001492537,0.897014925,1,0.001492537,0,0,0,0,0.001492537,50,0.074626866,10,0.014925373,0,0,0.089552239,0,0,0,0,0,0,0,670,600,BP_1919_1929,0.9,50,BP_1973_1982,0.07,0.08
LSOA,E01000015,Barking and Dagenham 009A,0,270,570,30,0,0,Barking and Dagenham 009A,0,0,0,0,600,0.697674419,0,0,0.697674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0.302325581,0,0,0,0,0.302325581,860,600,BP_1919_1929,0.7,260,BP_2000_2009,0.3,0.43
LSOA,E01000016,Barking and Dagenham 009B,0,40,600,0,0,0,Barking and Dagenham 009B,0,0,0,0,630,0.984375,10,0.015625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015625,0,0,0,0,0.0015625,640,630,BP_1919_1929,0.98,10,BP_1930_1939,0.02,0.02
LSOA,E01000017,Barking and Dagenham 009C,0,60,590,20,0,0,Barking and Dagenham 009C,0,0,0,0,650,0.955882353,0,0,0.955882353,0,0,0,0,0,0,0,0,0,20,0.029411765,0,0,0.029411765,1,0.001470588,1,0.001470588,1,0.001470588,0.004411764,680,650,BP_1919_1929,0.96,20,BP_1983_1992,0.03,0.03
LSOA,E01000018,Barking and Dagenham 009D,0,20,590,30,0,0,Barking and Dagenham 009D,0,0,1,0.001587302,610,0.968253968,0,0,0.968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.031746032,0,0,0,0,0.031746032,630,610,BP_1919_1929,0.97,20,BP_2000_2009,0.03,0.03
LSOA,E01000019,Barking and Dagenham 023A,0,30,420,60,0,0,Barking and Dagenham 023A,0,0,10,0.019607843,330,0.647058824,160,0.31372549,0.960784314,0,0,0,0,0,0,0,0,0,20,0.039215686,0,0,0.039215686,1,0.001960784,0,0,1,0.001960784,0.003921568,510,330,BP_1919_1929,0.65,160,BP_1930_1939,0.31,0.48
LSOA,E01000020,Barking and Dagenham 023B,0,120,420,120,0,0,Barking and Dagenham 023B,0,0,0,0,450,0.681818182,10,0.015151515,0.696969697,90,0.136363636,10,0.015151515,0,0,0.151515151,30,0.045454545,20,0.03030303,30,0.045454545,0.12121212,30,0.045454545,0,0,1,0.001515152,0.046969697,660,450,BP_1919_1929,0.68,90,BP_1945_1954,0.14,0.2
LSOA,E01000021,Barking and Dagenham 008A,0,140,260,180,0,0,Barking and Dagenham 008A,0,0,0,0,430,0.74137931,10,0.017241379,0.758620689,0,0,0,0,30,0.051724138,0.051724138,0,0,90,0.155172414,30,0.051724138,0.206896552,1,0.001724138,0,0,0,0,0.001724138,580,430,BP_1919_1929,0.74,90,BP_1983_1992,0.16,0.21
LSOA,E01000022,Barking and Dagenham 008B,0,200,370,100,0,0,Barking and Dagenham 008B,0,0,0,0,370,0.711538462,50,0.096153846,0.807692308,30,0.057692308,0,0,0,0,0.057692308,0,0,1,0.001923077,30,0.057692308,0.059615385,20,0.038461538,30,0.057692308,0,0,0.096153846,520,370,BP_1919_1929,0.71,50,BP_1930_1939,0.1,0.14
LSOA,E01000023,Barking and Dagenham 008C,0,690,250,40,0,0,Barking and Dagenham 008C,0,0,0,0,270,0.204545455,110,0.083333333,0.287878788,0,0,0,0,20,0.015151515,0.015151515,0,0,140,0.106060606,0,0,0.106060606,40,0.03030303,740,0.560606061,1,0.000757576,0.591666667,1320,740,BP_2010_2015,0.56,270,BP_1919_1929,0.2,0.36
LSOA,E01000024,Barking and Dagenham 008D,10,10,350,60,0,0,Barking and Dagenham 008D,0,0,0,0,430,0.977272727,0,0,0.977272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.022727273,1,0.002272727,1,0.002272727,0.027272727,440,430,BP_1919_1929,0.98,10,BP_2000_2009,0.02,0.02
LSOA,E01000025,Barking and Dagenham 008E,0,50,580,20,0,0,Barking and Dagenham 008E,0,0,0,0,510,0.772727273,1,0.001515152,0.774242425,50,0.075757576,0,0,0,0,0.075757576,0,0,1,0.001515152,70,0.106060606,0.107575758,20,0.03030303,0,0,0,0,0.03030303,660,510,BP_1919_1929,0.77,70,BP_1993_1999,0.11,0.14
LSOA,E01000027,Barking and Dagenham 001A,20,150,390,80,10,0,Barking and Dagenham 001A,10,0.015151515,1,0.001515152,1,0.001515152,1,0.001515152,0.003030304,320,0.484848485,150,0.227272727,10,0.015151515,0.727272727,20,0.03030303,0,0,120,0.181818182,0.212121212,10,0.015151515,1,0.001515152,1,0.001515152,0.018181819,660,320,BP_1945_1954,0.48,150,BP_1955_1964,0.23,0.47
LSOA,E01000028,Barking and Dagenham 001B,30,340,270,20,0,0,Barking and Dagenham 001B,0,0,0,0,0,0,30,0.045454545,0.045454545,170,0.257575758,250,0.378787879,10,0.015151515,0.651515152,140,0.212121212,10,0.015151515,20,0.03030303,0.257575757,30,0.045454545,0,0,1,0.001515152,0.046969697,660,250,BP_1955_1964,0.38,170,BP_1945_1954,0.26,0.68
LSOA,E01000029,Barking and Dagenham 001C,250,110,220,100,0,0,Barking and Dagenham 001C,0,0,0,0,10,0.014705882,290,0.426470588,0.44117647,30,0.044117647,200,0.294117647,0,0,0.338235294,80,0.117647059,60,0.088235294,0,0,0.205882353,1,0.001470588,0,0,1,0.001470588,0.002941176,680,290,BP_1930_1939,0.43,200,BP_1955_1964,0.29,0.69
LSOA,E01000030,Barking and Dagenham 001D,20,500,180,80,0,0,Barking and Dagenham 001D,0,0,20,0.025641026,0,0,10,0.012820513,0.012820513,310,0.397435897,300,0.384615385,130,0.166666667,0.948717949,0,0,1,0.001282051,0,0,0.001282051,20,0.025641026,1,0.001282051,1,0.001282051,0.028205128,780,310,BP_1945_1954,0.4,300,BP_1955_1964,0.38,0.97
LSOA,E01000031,Barking and Dagenham 002A,20,120,320,150,10,10,Barking and Dagenham 002A,40,0.064516129,20,0.032258065,10,0.016129032,320,0.516129032,0.532258064,20,0.032258065,120,0.193548387,20,0.032258065,0.258064517,30,0.048387097,40,0.064516129,1,0.001612903,0.114516129,10,0.016129032,0,0,10,0.016129032,0.032258064,620,320,BP_1930_1939,0.52,120,BP_1955_1964,0.19,0.38
LSOA,E01000032,Barking and Dagenham 002B,30,200,180,240,10,0,Barking and Dagenham 002B,20,0.03030303,30,0.045454545,230,0.348484848,220,0.333333333,0.681818181,40,0.060606061,80,0.121212121,1,0.001515152,0.183333334,1,0.001515152,30,0.045454545,1,0.001515152,0.048484849,10,0.015151515,1,0.001515152,1,0.001515152,0.018181819,660,230,BP_1919_1929,0.35,220,BP_1930_1939,0.33,0.96
LSOA,E01000033,Barking and Dagenham 006A,0,190,260,100,0,0,Barking and Dagenham 006A,0,0,0,0,30,0.052631579,200,0.350877193,0.403508772,170,0.298245614,20,0.035087719,130,0.228070175,0.561403508,0,0,0,0,0,0,0,1,0.001754386,20,0.035087719,0,0,0.036842105,570,200,BP_1930_1939,0.35,170,BP_1945_1954,0.3,0.85
LSOA,E01000034,Barking and Dagenham 003A,30,70,180,230,20,0,Barking and Dagenham 003A,1,0.001851852,0,0,10,0.018518519,90,0.166666667,0.185185186,290,0.537037037,0,0,1,0.001851852,0.538888889,0,0,0,0,130,0.240740741,0.240740741,1,0.001851852,0,0,1,0.001851852,0.003703704,540,290,BP_1945_1954,0.54,130,BP_1993_1999,0.24,0.45
LSOA,E01000035,Barking and Dagenham 010A,0,210,370,30,0,0,Barking and Dagenham 010A,1,0.001639344,10,0.016393443,50,0.081967213,240,0.393442623,0.475409836,160,0.262295082,60,0.098360656,1,0.001639344,0.362295082,30,0.049180328,1,0.001639344,1,0.001639344,0.052459016,40,0.06557377,1,0.001639344,1,0.001639344,0.068852458,610,240,BP_1930_1939,0.39,160,BP_1945_1954,0.26,0.67
LSOA,E01000036,Barking and Dagenham 010B,10,50,290,130,0,0,Barking and Dagenham 010B,20,0.040816327,1,0.002040816,20,0.040816327,400,0.816326531,0.857142858,1,0.002040816,30,0.06122449,0,0,0.063265306,0,0,1,0.002040816,10,0.020408163,0.022448979,1,0.002040816,0,0,0,0,0.002040816,490,400,BP_1930_1939,0.82,30,BP_1955_1964,0.06,0.08
LSOA,E01000037,Barking and Dagenham 003B,40,40,360,120,10,0,Barking and Dagenham 003B,0,0,1,0.001754386,10,0.01754386,440,0.771929825,0.789473685,10,0.01754386,0,0,0,0,0.01754386,0,0,1,0.001754386,100,0.175438596,0.177192982,1,0.001754386,0,0,1,0.001754386,0.003508772,570,440,BP_1930_1939,0.77,100,BP_1993_1999,0.18,0.23
LSOA,E01000038,Barking and Dagenham 003C,40,70,310,190,0,0,Barking and Dagenham 003C,1,0.001639344,1,0.001639344,1,0.001639344,400,0.655737705,0.657377049,180,0.295081967,20,0.032786885,0,0,0.327868852,1,0.001639344,1,0.001639344,0,0,0.003278688,1,0.001639344,0,0,0,0,0.001639344,610,400,BP_1930_1939,0.66,180,BP_1945_1954,0.3,0.45
LSOA,E01000039,Barking and Dagenham 003D,0,130,410,80,30,0,Barking and Dagenham 003D,1,0.001492537,0,0,0,0,40,0.059701493,0.059701493,220,0.328358209,60,0.089552239,90,0.134328358,0.552238806,0,0,10,0.014925373,190,0.28358209,0.298507463,50,0.074626866,1,0.001492537,1,0.001492537,0.07761194,670,220,BP_1945_1954,0.33,190,BP_1993_1999,0.28,0.86
LSOA,E01000040,Barking and Dagenham 019A,10,240,280,140,0,0,Barking and Dagenham 019A,1,0.001515152,1,0.001515152,130,0.196969697,130,0.196969697,0.393939394,280,0.424242424,10,0.015151515,120,0.181818182,0.621212121,0,0,0,0,0,0,0,1,0.001515152,0,0,0,0,0.001515152,660,280,BP_1945_1954,0.42,130,BP_1930_1939,0.2,0.46
LSOA,E01000041,Barking and Dagenham 017A,0,20,590,10,0,0,Barking and Dagenham 017A,0,0,0,0,610,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001639344,1,0.001639344,0,0,0.003278688,610,610,BP_1919_1929,1,1,BP_2010_2015,0,0
LSOA,E01000042,Barking and Dagenham 017B,0,340,330,30,0,0,Barking and Dagenham 017B,0,0,0,0,150,0.211267606,20,0.028169014,0.23943662,240,0.338028169,200,0.281690141,0,0,0.61971831,0,0,0,0,0,0,0,100,0.14084507,1,0.001408451,1,0.001408451,0.143661972,710,240,BP_1945_1954,0.34,200,BP_1955_1964,0.28,0.83
LSOA,E01000043,Barking and Dagenham 019B,0,70,180,220,0,0,Barking and Dagenham 019B,0,0,10,0.021276596,390,0.829787234,40,0.085106383,0.914893617,10,0.021276596,0,0,0,0,0.021276596,10,0.021276596,0,0,0,0,0.021276596,20,0.042553191,0,0,0,0,0.042553191,470,390,BP_1919_1929,0.83,40,BP_1930_1939,0.09,0.1
LSOA,E01000044,Barking and Dagenham 016D,0,70,550,20,0,0,Barking and Dagenham 016D,60,0.09375,290,0.453125,120,0.1875,130,0.203125,0.390625,10,0.015625,0,0,0,0,0.015625,1,0.0015625,1,0.0015625,20,0.03125,0.034375,1,0.0015625,1,0.0015625,0,0,0.003125,640,290,BP_1900_1918,0.45,130,BP_1930_1939,0.2,0.45
LSOA,E01000045,Barking and Dagenham 017C,0,100,480,20,0,0,Barking and Dagenham 017C,0,0,0,0,480,0.786885246,50,0.081967213,0.868852459,20,0.032786885,1,0.001639344,10,0.016393443,0.050819672,0,0,0,0,0,0,0,40,0.06557377,1,0.001639344,1,0.001639344,0.068852458,610,480,BP_1919_1929,0.79,50,BP_1930_1939,0.08,0.1
LSOA,E01000046,Barking and Dagenham 017D,10,60,530,40,10,0,Barking and Dagenham 017D,0,0,0,0,490,0.765625,10,0.015625,0.78125,20,0.03125,0,0,0,0,0.03125,0,0,0,0,1,0.0015625,0.0015625,120,0.1875,0,0,0,0,0.1875,640,490,BP_1919_1929,0.77,120,BP_2000_2009,0.19,0.24
LSOA,E01000048,Barking and Dagenham 021B,0,620,30,0,0,0,Barking and Dagenham 021B,30,0.046153846,0,0,0,0,0,0,0,70,0.107692308,0,0,440,0.676923077,0.784615385,110,0.169230769,0,0,0,0,0.169230769,0,0,0,0,0,0,0,650,440,BP_1965_1972,0.68,110,BP_1973_1982,0.17,0.25
